,WIFI_0_BSSID,WIFI_1_BSSID,WIFI_2_BSSID,WIFI_3_BSSID,WIFI_4_BSSID,WIFI_0_LEVEL,WIFI_1_LEVEL,WIFI_2_LEVEL,WIFI_3_LEVEL,WIFI_4_LEVEL,MAGNETIC_FIELD_uT
134,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-47,-52,-53,-53,-53,40.75689527
135,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,40.89691452
136,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,38.95880612
137,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-38,-38,-38,-39,-49,38.23091238
138,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-53,-53,-53,-53,-57,33.94430288
139,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-53,-53,-53,-53,-57,37.4599265
140,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,-54,-54,-55,-56,-56,37.35899271
141,f4:2e:7f:79:a3:32,f4:2e:7f:79:98:f0,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-52,-84,-84,-85,-86,33.86038985
142,f4:2e:7f:79:a3:32,f4:2e:7f:79:98:f0,f4:2e:7f:79:98:f3,f4:2e:7f:79:98:f4,f4:2e:7f:79:98:f2,-52,-84,-84,-85,-86,39.65782601
143,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-57,-57,-58,-58,-59,39.6048475
144,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-56,-56,-56,-56,-56,34.66662167
145,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-56,-56,-56,-56,-56,35.05953015
146,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,-54,-54,-55,-55,-59,36.62662479
147,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-50,-50,-50,-50,-58,40.2871847
148,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-50,-50,-50,-50,-58,40.56149032
149,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:32,-55,-55,-55,-56,-59,40.52691886
150,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:32,-55,-55,-55,-56,-59,35.21401331
151,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-49,-49,-49,-49,-50,36.54715223
152,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-49,-49,-49,-49,-50,38.50213379
153,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:30,f4:2e:7f:79:a3:32,-58,-59,-59,-59,-60,38.7076334
154,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-52,-57,-57,-57,-57,37.2549939
155,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-52,-57,-57,-57,-57,37.44204017
156,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-53,-53,-53,-54,-54,37.6464523
157,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-53,-53,-53,-54,-54,37.65612357
158,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,-51,-51,-51,-52,-54,37.61479013
159,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,-51,-51,-51,-52,-54,37.82732793
160,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:26,-47,-47,-48,-48,-48,37.68697852
161,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:26,-47,-47,-48,-48,-48,37.40490547
162,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-46,-51,-52,-52,-52,36.06807122
163,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-51,-53,-53,-53,-54,34.78078321
164,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:34,-51,-53,-53,-53,-54,40.30152921
165,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,36.47128379
166,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,37.06795386
167,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,36.96105557
168,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,37.22184437
169,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,36.45241172
170,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-51,-51,-51,-51,-51,38.06034958
171,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,-48,-53,-53,-53,-54,34.98557878
172,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:35,-48,-53,-53,-53,-54,37.42609253
173,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:30,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-50,-50,-50,-51,-51,34.7661745
174,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:30,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-50,-50,-50,-51,-51,41.01918883
175,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-53,-53,-53,-53,-57,41.30356519
176,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-53,-53,-53,-53,-54,41.10656288
177,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-53,-53,-53,-53,-54,42.11341006
178,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-53,-54,-54,-54,-54,41.92469795
179,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-56,-56,-56,-57,-59,44.65080443
180,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-56,-56,-56,-57,-59,46.88323886
181,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-53,-54,-54,-54,50.24122961
182,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-53,-54,-54,-54,48.22828557
183,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-50,-55,-56,-56,-56,43.95887499
184,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:23,-53,-54,-54,-54,-63,39.67900992
185,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:23,-53,-54,-54,-54,-63,34.67675087
186,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-47,-47,-47,-47,-52,37.86513479
187,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-49,-49,-49,-49,38.44461475
188,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,-51,-52,-52,-52,-52,29.29232673
189,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:24,-49,-49,-50,-50,-57,23.53999983
190,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:24,-49,-49,-50,-50,-57,22.63623847
191,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:32,-62,-62,-64,-64,-65,22.58889841
192,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:32,-62,-62,-64,-64,-65,22.73448239
194,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:22,-63,-63,-64,-64,-64,22.61797886
195,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:22,-63,-63,-64,-64,-64,22.57325653
196,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-65,-65,-70,-70,-70,22.885769
197,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-56,-57,-57,-58,-58,36.21320701
198,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-56,-57,-57,-58,-58,36.56528268
199,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:24,-49,-51,-51,-52,-53,40.18468108
200,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:24,-49,-51,-51,-52,-53,33.48324303
201,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-53,-53,-53,-53,-54,38.61239586
202,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-47,-52,-52,-52,-52,48.46317364
203,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-47,-52,-52,-52,-52,52.93338606
204,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-51,-56,54.64437809
205,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-51,-56,44.71828867
206,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,-52,-55,-55,-56,-56,24.02093356
207,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,-43,-44,-44,-44,-44,39.18224459
208,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:24,-47,-48,-48,-48,-49,33.12204623
209,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:24,-47,-48,-48,-48,-49,44.24423404
210,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-52,-52,-52,-52,-52,41.52219468
211,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:23,-53,-53,-53,-53,-54,36.52822746
212,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-49,-49,-49,-49,-49,36.72716659
213,f4:2e:7f:79:a3:32,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:63,-49,-66,-66,-66,-66,36.64440945
214,f4:2e:7f:79:a3:32,f4:2e:7f:79:a4:62,f4:2e:7f:79:a4:65,f4:2e:7f:79:a4:64,f4:2e:7f:79:a4:63,-49,-66,-66,-66,-66,36.66652536
215,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-49,-49,-50,-50,-50,36.70373363
216,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-49,-49,-50,-50,-50,36.68983735
217,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-49,-49,-49,-49,36.72518394
218,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-49,-49,-49,-49,36.96365633
219,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-49,-49,-49,-49,37.06804936
220,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:32,-54,-54,-54,-55,-58,37.10042162
221,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-55,-57,-57,-57,-57,37.02961824
222,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-55,-57,-57,-57,-57,35.97271373
223,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-50,-50,-50,-50,-54,33.81606309
224,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-50,-50,-50,-50,-54,38.05427771
225,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-54,-54,-54,-54,-57,41.0902268
226,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-52,-57,46.29898694
227,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-52,-57,46.92133387
228,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-45,-49,-49,-49,-49,45.51698741
229,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-45,-51,-51,-51,-51,34.47439465
230,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-45,-51,-51,-51,-51,38.24749628
231,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,-46,-46,-46,-47,-47,42.57869552
232,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-55,-55,-55,-55,-60,42.85618922
233,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-55,-55,-55,-55,-60,34.73957592
234,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:30,-35,-35,-35,-35,-35,37.80743445
235,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-50,-50,-50,-50,33.60575185
236,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-46,-50,-50,-50,-50,35.71218601
237,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-52,-53,-53,-53,-56,36.91250575
238,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:23,-52,-53,-53,-53,-56,36.56040325
239,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-53,-59,-59,-59,-59,35.16907752
240,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-53,-59,-59,-59,-59,37.5733235
241,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:32,-56,-56,-56,-57,-58,35.0349644
242,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:30,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,-48,-54,-65,-65,-65,37.8107712
243,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:30,f4:2e:7f:79:a4:72,f4:2e:7f:79:a4:73,f4:2e:7f:79:a4:74,-48,-54,-65,-65,-65,42.44715234
244,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-54,-54,-54,-54,-57,39.43039568
245,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-54,-54,-54,-54,-57,39.23692775
246,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-52,-52,-52,-52,38.76364112
247,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-49,-52,-52,-52,-52,43.85633701
248,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,-67,-68,-69,-69,-69,36.68713067
249,f4:2e:7f:79:a3:22,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,-67,-68,-69,-69,-69,39.26105786
250,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:32,-52,-52,-52,-53,-54,46.19869409
251,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,-47,-49,-50,-50,-50,48.99445421
252,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,45.46347961
253,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,33.43544094
254,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,38.10556305
255,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,34.70583166
256,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,36.7362774
257,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,37.33810594
258,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,-51,-55,-55,-55,-56,37.25380283
259,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-53,-53,-53,-53,-55,36.68102118
260,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a4:65,-51,-51,-51,-52,-55,36.6878843
261,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a4:65,-51,-51,-51,-52,-55,35.93382454
262,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-49,-49,-49,-50,-51,34.99406688
263,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-51,-62,45.82060222
264,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:32,-51,-51,-51,-51,-62,46.12925804
265,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-62,-62,-62,-62,-62,46.27167197
266,f4:2e:7f:79:a3:23,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:36,-62,-62,-62,-62,-62,46.1358309
267,f4:2e:7f:79:a3:24,f4:2e:7f:79:a3:25,f4:2e:7f:79:a3:26,f4:2e:7f:79:a3:32,f4:2e:7f:79:a3:33,-57,-60,-61,-66,-66,45.47597129
268,f4:2e:7f:79:a3:36,f4:2e:7f:79:a3:33,f4:2e:7f:79:a3:34,f4:2e:7f:79:a3:35,f4:2e:7f:79:a3:32,-60,-61,-61,-61,-70,41.12346537
